#This file contains the generated points and directions with the tangent plane method
#x	y	theta	phi	dir_x	dir_y	dir_z	pos_x	pos_y	pos_z

179.712	145.778	0.244648	4.27716	-20.3157	-43.6928	193.011	78.9891	-175.875	-236.54
7.06999	92.9692	0.352897	3.3894	-66.6548	-16.8645	186.675	83.027	-74.8919	-189.119
 152.55	170.253	0.221129	2.39166	-31.9274	29.7395	194.09	-193.023	-52.8753	-227.549
64.2973	-85.6923	0.943194	4.9706	41.1185	-155.687	116.815	-114.329	97.3007	-168.86
-74.5028	-172.409	0.89988	1.16904	60.9291	143.409	123.678	79.64	-253.457	-65.3239
-7.46729	22.6409	0.404332	6.03941	75.9478	-18.8899	182.893	-77.1452	42.5184	-179.956
135.238	59.8873	0.635442	0.157796	116.607	18.5544	160.104	-18.5294	57.6923	-240.373
-22.8704	-23.0563	0.163391	2.6095	-27.8858	16.4174	196.285	59.0292	-7.99739	-192.565
-101.859	-174.399	0.565984	4.4383	-28.8749	-102.696	167.913	-115.743	232.667	-113.291
35.7205	-17.1855	0.260024	6.16813	50.8086	-5.87153	192.247	-18.49	-15.1632	-201.431
-122.411	-52.2656	1.04183	2.29015	-113.163	129.193	100.39	193.181	-141.223	5.29123
  147.6	77.4156	0.909452	5.59044	120.805	-100.263	122.181	-1.6067	101.939	-238.662
-28.1332	176.204	0.570122	3.48949	-100.939	-36.605	167.47	183.275	-120.969	-152.286
-150.341	30.2039	0.63624	3.1027	-118.113	4.59548	160.01	237.772	-39.4779	-70.6811
156.244	94.1093	0.137202	1.83128	-7.0075	26.2908	197.065	-123.789	99.026	-218.435
-120.722	-94.8143	0.133506	5.51293	19.0057	-18.4385	197.164	-170.902	33.6997	-181.095
-84.5145	163.559	0.727397	1.95827	-49.9807	122.471	148.586	-77.6021	-242.717	-92.3896
111.746	159.977	0.447657	4.78117	5.9178	-85.9061	179.332	160.604	-3.59679	-227.702
95.9956	55.6188	0.690848	5.78336	111.252	-60.7518	153.32	-19.6623	74.1082	-214.488
-140.212	134.589	0.403077	1.43739	10.3789	77.3389	182.991	-160.926	-187.267	-127.993
147.615	162.603	0.913732	2.05052	-72.6979	139.734	121.508	-113.164	-134.796	-238.388
114.812	139.748	0.974653	4.59918	-18.5958	-163.566	111.693	150.168	83.7302	-206.701
21.8058	-171.375	0.832953	0.80473	102.052	106.076	133.822	31.6184	-214.32	-149.956
16.2688	73.956	0.254404	5.01528	14.9336	-47.7865	192.531	60.3522	54.8178	-196.626
23.9207	-57.4446	0.880641	4.42657	-43.2526	-147.184	126.653	-16.1553	148.769	-145.099
51.7641	66.1707	0.300991	1.41898	8.91956	58.299	189.991	-66.8524	0.576722	-205.337
54.3859	159.394	1.13284	3.60263	-161.349	-80.148	84.3657	211.603	-72.8654	-133.619
94.3358	71.9343	0.580149	2.79806	-102.674	36.7282	166.385	4.15501	-77.8845	-218.095
7.97734	-49.183	0.434612	5.86974	76.7054	-33.6529	180.44	-89.8393	-14.2931	-183.799
6.94178	-46.1422	0.282827	2.07437	-26.79	48.6253	191.031	63.9877	-20.5205	-192.968
113.989	-145.171	0.588297	4.50313	-22.9331	-107.989	165.491	-138.77	45.3888	-228.749
-18.7401	43.8892	0.853472	6.23157	149.711	-7.73475	130.774	-159.749	52.2012	-116.652
-125.21	-115.483	0.12239	6.05296	23.6459	-5.54224	197.446	-170.993	-78.5344	-182.16
-169.578	17.0441	0.696802	2.73267	-117.143	50.7643	152.563	229.693	-118.113	-43.7329
117.455	-125.568	0.832754	2.03946	-66.4749	131.301	133.851	142.807	-4.07573	-220.743
-141.072	-169.611	0.994244	1.23912	54.3066	157.687	108.447	81.0183	-285.628	9.8206
-11.1971	-137.682	0.544503	0.945448	60.3214	83.546	170.166	45.6988	-171.907	-164.365
5.77119	87.0591	0.965633	2.91333	-159.362	37.0221	113.173	136.463	-121.08	-117.919
142.473	83.833	0.5463	0.207354	101.138	21.2773	169.98	0.731359	85.8219	-243.999
11.3994	109.961	0.465996	1.27923	25.6936	85.6113	177.723	-128.086	-44.2486	-182.845
55.5471	-112.136	0.763609	1.68822	-16.1165	136.622	143.699	122.779	-83.6376	-182.112
59.4029	179.531	0.503132	3.50012	-89.8215	-33.6578	174.282	104.085	-152.719	-202.924
26.0909	77.7199	0.50462	5.65347	77.7319	-56.642	174.139	-13.503	106.004	-186.753
13.5432	79.8409	0.574665	4.73419	2.35721	-108.106	166.981	77.7126	98.4811	-174.342
-102.277	-164.343	0.448301	5.90519	80.1382	-31.822	179.277	-226.454	-86.9027	-134.946
196.807	-3.03392	0.317585	2.14286	-33.6309	52.2312	188.986	-65.035	106.608	-250.444
-89.7263	50.3225	0.511947	4.55515	-15.2606	-96.2509	173.429	77.2115	165.628	-129.475
 145.56	-48.071	0.26172	3.48096	-48.5371	-17.1345	192.16	-100.049	15.6591	-229.822
-0.63188	-96.5914	0.211482	1.90838	-13.8305	39.4013	194.502	105.175	-7.99279	-194.37
  105.8	58.9967	0.206991	0.0172634	40.8781	0.705764	194.688	61.6295	60.0696	-216.431
20.5572	132.721	0.960461	2.67247	-145.407	73.7008	114.018	74.8936	-186.757	-130.863
174.771	141.377	0.667948	4.4229	-35.173	-118.088	156.182	131.499	-53.7716	-264.431
-112.782	16.7738	1.26793	0.16503	187.3	31.1939	59.3331	-223.237	-20.1741	48.3161
-23.6541	-158.866	0.184661	6.01504	35.2217	-9.67747	195.552	-99.7327	-137.351	-191.209
-158.269	83.9688	1.0029	2.85758	-160.99	46.9934	106.999	219.177	-151.452	26.4265
18.1983	59.1647	0.486598	3.84202	-71.1245	-59.9596	175.844	96.9601	4.35612	-184.354
13.7385	171.916	0.651214	2.84912	-115.464	34.767	158.222	55.4342	-196.232	-166.55
-38.2824	185.896	0.672071	2.86596	-119.183	33.7092	155.673	97.4159	-220.741	-131.838
198.113	10.6958	0.165033	3.03594	-32.4997	3.44637	196.231	-162.96	6.52503	-228.778
168.867	33.5504	0.300725	5.02571	18.1626	-56.0581	190.007	63.4671	-87.0369	-240.027
14.1867	28.0979	0.406616	3.78887	-62.7647	-47.4448	182.714	69.3138	17.173	-188.325
-47.2544	119.383	1.34645	5.2976	107.133	-161.675	44.2567	-13.4229	236.383	1.81343
-107.013	49.6326	0.13059	1.14454	10.7108	23.5871	197.241	-99.7716	-99.6736	-183.305
-29.293	-102.498	0.200992	5.09774	14.9283	-36.8032	194.93	-120.699	24.8747	-189.082
-90.1674	197.885	0.682036	4.58767	-15.6003	-124.429	154.431	220.655	169.265	-97.5917
-108.156	-87.398	0.76581	5.23396	68.7003	-119.552	143.396	-183.321	143.602	-68.4311
144.636	166.626	0.323596	1.37637	12.2212	62.0649	188.609	-149.214	104.673	-234.6
-18.2257	-127.688	0.563479	0.829353	71.7609	78.3639	168.18	12.0024	-175.962	-158.445
114.515	97.3023	0.781781	0.447183	126.376	60.6082	141.176	-95.1769	62.2681	-221.857
-168.589	39.1323	0.187976	5.17375	16.5491	-33.2883	195.43	-55.2364	199.012	-163.926
21.9361	123.793	0.778293	0.27318	134.486	37.6809	141.664	-152.843	85.7362	-157.064
171.543	46.9855	0.24679	2.80864	-45.9294	15.8835	192.907	-126.637	-5.92154	-234.814
-13.6007	-164.305	0.713637	2.41516	-97.3462	86.4927	150.392	214.165	29.5046	-141.489
 64.674	-134.119	0.484015	6.05653	90.2037	-20.803	176.084	-64.5625	-122.75	-206.179
22.2051	8.87013	0.990066	1.25318	51.942	158.003	109.142	-56.5639	-143.66	-127.707
-34.8726	66.8391	0.681033	2.82417	-118.991	39.0919	154.557	123.87	-111.048	-132.601
103.887	-45.4421	0.980195	1.46851	16.8715	164.373	110.779	34.2399	-111.464	-197.068
-63.6889	-24.1264	0.543078	2.19312	-59.9268	83.5311	170.312	111.314	-113.771	-137.399
90.0487	-61.278	0.753808	1.28636	38.2069	130.684	145.041	39.0323	-84.864	-206.672
42.5755	193.886	1.20312	6.12073	183.194	-30.0258	71.507	-136.732	218.884	-111.237
72.9343	-17.4645	0.163285	0.21687	31.5814	6.95849	196.288	42.455	-8.52903	-208.145
54.5204	34.5736	1.15752	1.1351	76.8901	165.166	79.8938	-98.9927	-130.724	-129.824
-112.02	-39.6042	0.814145	3.58916	-130.405	-62.602	136.567	182.591	131.586	-55.1127
 61.778	198.73	0.419061	4.34805	-28.844	-75.6335	181.721	194.421	-47.9087	-206.859
87.9709	-85.7091	0.448664	2.44179	-66.0091	55.5769	179.245	60.5773	61.0394	-217.404
-87.6598	-11.1189	0.787272	5.23225	70.0094	-122.312	140.404	-110.393	170.484	-78.3031
-102.068	-165.543	0.616739	2.79923	-108.382	38.6274	162.285	242.389	89.3548	-103.251
154.035	85.62	0.974897	6.11241	162.252	-27.9817	111.653	-62.5054	97.6635	-239.139
16.9832	-169.967	0.907882	1.28338	44.449	150.368	122.428	121.508	-188.527	-135.814
111.828	95.1922	0.420869	5.81403	72.4936	-36.7473	181.574	61.5862	75.5053	-227.262
-47.9967	198.542	1.44741	5.34951	117.443	-158.69	24.4828	38.6342	281.548	23.149
-109.229	-124.261	0.364891	4.64306	-4.91759	-70.8187	185.837	-111.976	181.22	-146.859
-165.657	14.2544	0.809368	2.13386	-76.8636	121.769	137.256	125.818	-226.029	-17.345
-195.813	122.297	0.0485466	1.12368	4.17395	8.70482	198.7	-199.012	-132.184	-189.198
10.7633	-9.79079	0.328727	2.48943	-51.0432	38.9779	188.282	48.889	-25.0139	-191.757
-58.5447	-43.6086	0.97935	0.553646	140.472	86.8305	110.918	-145.309	-141.088	-62.3183
-88.5885	58.9098	1.32852	4.76376	9.91645	-192.87	47.726	47.8244	217.12	38.2753
51.0414	-57.5145	0.447933	0.439729	77.9627	36.6775	179.308	-11.8499	-69.1361	-201.415
-100.425	74.2232	0.399959	5.57257	58.7123	-50.5282	183.234	-80.4068	167.124	-144.13
-57.7236	-178.064	0.8062	4.93211	31.2903	-140.112	137.712	-213.782	140.3	-96.0546
-91.9108	-176.393	0.944405	1.74871	-28.523	158.622	116.62	211.667	-180.434	-42.1589
-47.267	27.8384	1.11643	3.60456	-159.934	-79.8304	87.3101	190.928	64.1872	-44.8387
36.2682	154.236	0.727234	1.92908	-46.3764	123.855	148.607	-107.566	-152.567	-172.718
-88.8345	162.513	0.969049	4.14643	-87.9365	-138.421	112.614	252.076	93.723	-39.3831
 53.681	193.754	0.292175	0.181702	56.3569	10.3544	190.504	-40.8093	189.499	-205.966
-46.0163	-40.3791	0.392749	4.53154	-13.6946	-74.8963	183.788	-18.3794	123.978	-166.176
-192.003	-98.6419	0.312175	3.36084	-59.636	-13.2887	189.319	216.531	149.311	-130.35
82.7309	20.0812	0.414021	3.28244	-79.2376	-11.2349	182.127	7.06572	-19.2802	-215.409
-178.214	65.2115	0.581527	2.32724	-74.9997	79.4734	166.235	129.782	-232.537	-68.3416
-144.168	-37.034	0.543769	2.65456	-90.9548	48.1676	170.241	217.316	-73.179	-95.6533
-45.387	-191.569	0.902754	1.19775	56.9168	145.43	123.23	111.23	-241.429	-87.5996
-58.6951	-17.2458	0.639008	5.5586	88.8375	-78.6409	159.682	-135.546	96.9561	-124.677
82.7297	169.59	0.387682	1.34898	16.5455	73.3632	184.171	-165.13	38.6607	-215.446
-139.134	-69.4722	1.30915	5.79539	169.752	-90.0627	51.458	-234.104	45.5605	82.9411
-41.687	-151.831	0.558438	0.600009	86.9963	59.5185	168.713	-30.4438	-204.792	-146.625
15.8899	-123.377	0.124887	2.4107	-18.4506	16.5414	197.385	89.0693	85.8469	-199.364
-134.297	-181.055	0.930796	5.49552	112.573	-113.085	118.803	-297.47	42.1898	-11.0834
-35.1873	183.716	0.315182	4.33746	-22.5833	-57.3837	189.135	205.788	21.2352	-178.227
-89.7764	-114.184	0.374612	6.23219	72.6978	-3.7103	185.138	-161.96	-106.066	-152.288
27.5484	56.5238	0.460599	6.19107	88.0485	-8.13384	178.203	-58.2762	62.148	-190.448
-168.109	-133.655	0.469979	0.0460183	89.9955	4.14437	177.366	-233.571	-144.552	-101.235
149.602	-117.648	0.512709	1.63689	-6.44507	97.3722	173.355	115.226	40.4794	-246.741
114.467	-54.8476	0.883133	0.443414	138.857	65.9511	126.27	-49.6959	-84.3231	-214.723
-194.12	27.2619	0.807126	3.32007	-141.408	-25.5099	137.579	278.364	22.5147	2.63468
-24.278	95.9316	1.23426	1.81549	-45.4899	182.182	65.6914	-45.642	-213.2	-42.7753
-40.8263	-53.9971	0.670615	0.369252	115.298	44.6208	155.853	-125.639	-106.522	-130.481
144.327	29.0266	1.12941	4.37293	-59.8927	-169.605	84.9826	66.733	101.803	-215.478
-63.5176	177.162	0.988848	2.0994	-83.813	143.506	109.345	-51.5616	-263.001	-56.2827
172.584	-148.69	1.36664	0.586034	162.298	107.738	40.3323	-50.912	-212.266	-209.332
-121.825	114.599	0.618042	0.319953	109.421	36.2552	162.134	-239.715	41.2988	-91.5439
-174.902	92.1909	0.971008	4.83117	19.4595	-163.054	112.292	60.3825	272.01	32.0813
-99.7684	-12.4268	1.16785	3.23143	-182.264	-16.4181	78.0087	220.113	32.3047	13.7691
138.277	-33.8066	1.02461	4.50419	-35.1372	-166.321	103.333	-12.7856	103.034	-221.492
168.133	-68.0941	0.690311	1.40107	21.3979	124.857	153.388	67.6159	-8.58302	-260.451
-135.484	32.1937	0.737625	2.75409	-123.87	50.5557	147.225	204.538	-118.251	-56.1076
23.4393	159.015	0.321283	2.90166	-61.0207	14.9285	188.755	1.6298	-164.103	-196.157
98.6251	-70.7901	0.362572	1.79121	-15.4265	68.851	186.001	64.3429	36.6086	-220.982
41.6095	-53.6784	0.472631	0.00665564	90.5589	0.602737	177.126	-53.1545	-54.0333	-196.068
93.4626	173.743	0.704413	1.54655	3.1228	128.789	151.586	-175.088	-53.3809	-212.112
-109.632	130.773	1.08863	2.12645	-92.9741	149.738	92.2453	8.69123	-261.909	4.88831
-191.717	-52.9908	1.10887	3.36563	-173.634	-39.5652	88.6606	245.17	110.215	82.9635
-184.107	50.3869	1.33708	1.65983	-17.2068	192.76	46.0711	-29.1895	-239.708	133.031
-25.5547	-36.1892	1.18976	6.02036	178.325	-47.9791	73.9802	-196.905	15.5019	-50.2583
-167.483	-107.062	0.645764	4.26783	-51.4875	-108.083	158.877	12.3571	274.884	-58.0844
106.082	-163.251	0.747959	0.383708	125.465	50.6527	145.835	7.76098	-172.92	-217.985
114.415	13.2251	0.820392	3.50132	-136.19	-51.2197	135.66	67.8162	11.3755	-219.345
-83.3319	109.182	0.616084	2.05099	-53.1022	101.953	162.36	-12.3144	-212.708	-114.207
-21.2162	72.8258	0.832722	1.82211	-36.5967	142.542	133.856	-30.3913	-174.479	-118.161
90.4659	-86.926	0.580139	6.2048	108.709	-8.53914	166.386	-40.0842	-84.0451	-215.974
 133.11	75.6695	0.270184	0.762944	38.379	36.693	191.717	2.05153	106.65	-227.246
29.9445	192.804	1.03354	5.78788	150.369	-81.2318	101.811	-45.2459	243.582	-127.537
-119.292	151.186	0.820621	3.17656	-145.445	-5.08739	135.627	232.01	-143.164	-48.3562
65.6114	-130.923	0.823095	1.64508	-10.826	145.467	135.266	138.077	-91.2606	-183.376
-177.565	-74.4245	0.265508	1.90988	-17.3629	49.228	191.964	144.542	-186.06	-145.371
-181.308	82.7767	1.01106	4.12279	-93.7331	-140.115	105.626	216.062	174.103	48.0139
-158.883	-172.865	1.27201	0.83649	127.395	141.126	58.5586	-30.4162	-291.674	93.2845
7.22301	175.713	1.08204	6.24033	175.482	-7.52575	93.405	-164.565	182.932	-99.7823
14.1096	83.6533	0.414726	1.84066	-21.3705	77.2571	182.07	-62.6979	-87.1133	-187.755
88.2633	95.0215	0.248827	0.359938	45.8516	17.2554	192.808	0.743373	101.807	-214.544
-12.5519	-180.207	0.684379	3.79059	-100.196	-76.0104	154.137	-0.970628	225.458	-146.202
-149.527	-121.74	0.823784	5.44237	97.3361	-108.769	135.166	-255.805	103.294	-25.4549
-6.48567	76.8022	0.0242477	4.57921	-0.640459	-4.78052	198.876	77.6235	1.00859	-198.719
36.5243	-178.895	0.11089	3.01538	-21.8396	2.77127	197.713	8.34811	179.27	-201.754
169.826	-172.631	0.283959	0.930835	33.2819	44.7046	190.968	202.542	-17.0282	-238.546
-78.7122	-180.328	0.456037	4.75846	4.03525	-87.5164	178.604	-187.427	149.804	-143.94
-184.563	150.828	0.971504	2.47145	-128.742	102.025	112.211	116.654	-284.894	40.1899
184.855	14.8443	0.798421	0.606468	117.077	81.2136	138.824	-19.5441	4.50886	-271.227
-29.5913	26.8503	0.916274	2.55525	-131.462	87.3254	121.107	131.611	-119.659	-97.6314
-5.80325	-142.102	1.09649	2.0134	-75.7965	159.921	90.8574	205.341	-101.455	-85.6948
-22.0294	-101.264	0.222027	1.35447	9.40296	42.7858	194.051	84.8887	-85.5095	-189.2
-87.8092	57.6458	0.346181	4.18945	-33.7115	-58.4788	187.133	124.906	101.25	-157.338
-20.0052	-163.948	0.511176	0.834005	65.3903	72.0776	173.505	44.3107	-195.159	-163.718
 115.03	75.2957	0.904846	5.14559	65.6648	-141.978	122.903	32.5075	109.084	-213.354
-79.8042	72.0727	0.620797	2.10893	-59.3094	99.362	161.816	30.694	-192.041	-115.395
-33.3073	-43.0572	0.653252	0.702821	92.2545	78.1509	157.976	-84.6052	-128.101	-137.733
-180.737	-187.831	0.619853	3.53654	-106.668	-44.4644	161.925	170.186	274.439	-56.9324
6.18413	129.54	1.02304	0.0743757	169.359	12.6195	103.6	-175.773	116.801	-108.88
141.328	-142.356	0.253327	2.26338	-31.8358	38.3709	192.585	54.0308	157.822	-228.006
74.8846	-22.1254	1.22982	0.985268	103.61	156.251	66.5253	-71.3307	-147.608	-137.099
78.2554	61.0399	0.489832	2.69009	-84.2154	40.8367	175.542	-4.55126	-65.6307	-212.36
-54.7038	71.1169	0.524829	2.46859	-77.9443	62.1339	172.16	70.6329	-147.253	-144.75
-25.8888	129.02	1.24543	2.42204	-141.769	124.229	63.5905	62.9624	-226.719	-39.06
-47.9867	-57.1518	1.12552	0.634823	144.559	106.472	85.6822	-127.307	-164.746	-42.3746
63.1713	-141.474	1.03815	0.869608	110.558	130.943	101.023	18.2339	-197.701	-155.442
 158.43	-177.121	0.10854	0.286156	20.6737	6.08287	197.764	180.415	-131.545	-214.926
72.8535	-87.5065	0.0936077	3.10428	-18.5817	0.693669	198.063	-50.638	89.4578	-204.873
-40.8197	140.904	0.208952	0.0260185	41.2519	1.07356	194.607	-84.8359	138.743	-186.14
-190.496	124.551	0.59556	4.31188	-43.5106	-102.765	164.685	219.69	199.423	-57.8214
147.919	181.293	0.663304	2.51265	-99.05	72.0593	156.753	-101.855	-150.093	-247.83
-189.713	146.637	0.997218	5.17565	74.6711	-149.486	107.95	10.5065	307.109	51.4025
-120.037	24.3789	0.891441	1.87207	-45.9248	147.796	124.989	45.0232	-227.051	-31.6029
-80.2134	-121.185	0.386731	1.0375	38.1436	64.6117	184.242	28.4469	-190.192	-153.989
-109.188	-66.7179	0.6158	3.63548	-101.175	-54.4724	162.392	148.026	155.47	-99.3245
108.986	139.016	0.391871	5.54436	56.1667	-51.164	183.854	111.911	86.1033	-225.478
-70.3871	-59.0674	0.916825	2.75845	-146.441	59.0248	121.02	208.238	-20.2476	-65.1559
-5.18731	-151.92	0.825597	2.53417	-120.054	83.4489	134.901	209.651	39.2875	-131.089
-11.3719	-67.1799	0.684514	0.855156	82.5279	94.927	154.12	-37.6094	-145.653	-146.929
-118.628	21.2572	0.613657	0.906576	70.6191	90.2032	162.638	-147.143	-153.465	-94.3248
 64.346	-56.672	1.46402	6.13825	195.728	-28.5672	21.2019	-197.126	-28.5011	-85.1815
-52.6466	134.712	0.628797	0.0357062	116.933	4.17702	160.885	-164.292	128.929	-129.92
171.356	-113.718	0.87505	5.94861	144.23	-50.141	127.509	-77.8299	-93.337	-259.037
4.66105	48.3764	0.672654	0.718369	93.3187	81.578	155.601	-122.413	-42.7569	-158.505
144.752	36.1561	0.524401	3.74685	-81.9108	-56.6732	172.202	-0.558782	-44.3533	-244.679
-140.205	-128.994	0.136026	2.64723	-23.747	12.7999	197.097	207.23	34.8407	-178.084
63.0526	-83.5648	1.2133	5.25131	95.6401	-159.943	69.6138	-156.037	98.12	-128.68
73.4536	20.6298	1.25991	1.79252	-41.6512	184.761	60.8548	16.585	-167.379	-130.787
50.0179	-65.8969	1.20031	1.96214	-70.7315	171.418	72.0271	124.739	-129.542	-118.651
-66.1528	104.171	0.648005	3.51303	-111.888	-43.5822	158.608	198.843	-34.3414	-118.679
-184.725	-59.6634	0.398206	1.33512	18.0122	75.0074	183.369	0.243261	-254.503	-111.74
 125.52	-63.9616	0.678313	4.30137	-49.8738	-114.431	154.897	-47.8095	50.3924	-233.658
144.878	186.462	0.294304	3.02104	-57.2868	6.93994	190.381	-102.78	-175.375	-232.406
156.418	36.5926	0.137146	1.10443	12.2293	24.2931	197.066	24.7582	130.562	-218.451
-127.034	-23.2144	0.899974	4.17221	-80.1411	-133.64	123.664	100.845	213.303	-24.1565
 103.61	114.003	1.12339	0.0677655	178.942	12.1447	86.0644	-141.94	104.632	-179.477
165.673	-175.404	0.850807	6.24717	149.465	-5.3848	131.173	-46.6099	-173.839	-255.728
-183.47	183.361	0.276085	5.95359	51.3088	-17.5511	191.401	-158.983	248.175	-141.389
-30.1469	97.0999	1.10313	2.9067	-172.697	41.328	89.6809	163.315	-138.925	-62.7712
-38.8797	-102.461	0.745137	0.499664	118.401	64.6308	146.216	-94.3912	-168.257	-119.852
-157.908	-53.2319	0.434697	2.33533	-57.9917	60.463	180.433	195.548	-126.979	-113.932
4.55528	-47.4187	0.332574	5.45251	43.7991	-47.9565	188.034	-75.9088	12.7992	-189.521
-158.109	13.2959	0.929771	5.23855	80.0755	-137.876	118.966	-116.064	226.316	7.75521
